anime_id,url,poster,title,overview,score,anime_studio,producer,genres
315,https://aniwaves.ru/watch/majutsushi-kunon-wa-mieteiru-82443,https://static.aniwaves.ru/resources/thumbnails/200x280/100/c18ba39368ea85f954a4391775c8f212.jpg,Kunon the Sorcerer Can See,"Born blind, Kunon aims to be the first person to use water magic to create new eyes for himself. After five months of study, he has already surpassed his teacher, and continues to grow his talents. Not only can his magic help him sense color, but he can also use it to make handy items and even conjure a whole cat! Word of his skills and ingenuity soon reach the court and earn him a spot as disciple to the most powerful magician in the land. But is his ultimate goal even attainable?(Source: Yen Press)",7.0,['Platinum Vision'],"['Pony Canyon', 'Yomiuri TV Enterprise', 'Kadokawa', 'arma bianca', 'Bit grooove promotion', 'Pia', 'BS Asahi', 'Happinet Media Marketing', 'SKY Perfect Pictures', 'REMOW']",['Fantasy']
316,https://aniwaves.ru/watch/champignon-no-majo-82473,https://static.aniwaves.ru/resources/thumbnails/200x280/100/3b13c1294373c8aaab8b2e61d0082af6.jpg,Champignon Witch,"For as long as the locals can remember, the Champignon Witch, Luna, has lived hidden in her cottage on the outskirts of the kingdom, deep within the Black Forest. Despite her occasional trips into town to deliver medicine, no one dares to come close to her as poisonous mushrooms grow everywhere she goes. Furthermore, as a black witch, Luna must lay low to avoid execution, as the kingdom only acknowledges and accepts white witches.Luna's lonely life turns around when she saves a dying boy named Lize. Upon learning that Lize is destined to become The End of All Things, Luna offers to become his teacher and stray him away from the path of evil. She must overcome her inexperience and create a great magician out of Lize to avoid his execution.",7.0,['Typhoon Graphics'],"['TBS', 'Hakusensha', 'Movic', 'KlockWorx', 'Glovision', 'Universal Music Japan', 'BS11', 'DMM.com', 'Nichion', 'arma bianca']","['Drama', 'Fantasy', 'Romance']"
317,https://aniwaves.ru/watch/steel-ball-run-jojo-no-kimyou-na-bouken-82517,https://static.aniwaves.ru/resources/thumbnails/200x280/100/41dc96df1ea85798109b5dc6a2c63e1e.jpg,Steel Ball Run: JoJo's Bizarre Adventure,"In the American Old West, the world's greatest race is about to begin. Thousands line up in San Diego to travel over six thousand kilometers for a chance to win the grand prize of fifty million dollars. With the era of the horse reaching its end, contestants are allowed to use any kind of vehicle they wish. Competitors will have to endure grueling conditions, traveling up to a hundred kilometers a day through uncharted wastelands. The Steel Ball Run is truly a one-of-a-kind event.The youthful Johnny Joestar, a crippled former horse racer, has come to San Diego to watch the start of the race. There he encounters Gyro Zeppeli, a racer with two steel balls at his waist instead of a gun. Johnny witnesses Gyro using one of his steel balls to unleash a fantastical power, compelling a man to fire his gun at himself during a duel. In the midst of the action, Johnny happens to touch the steel ball and feels a power surging through his legs, allowing him to stand up for the first time in two years. Vowing to find the secret of the steel balls, Johnny decides to compete in the race, and so begins his bizarre adventure across America on the Steel Ball Run.",,['David Production'],['Warner Bros. Japan'],"['Action', 'Adventure', 'Mystery', 'Supernatural', 'Historical', 'Seinen', 'Shounen']"
318,https://aniwaves.ru/watch/sousou-no-frieren-no-mahou-74578,https://static.aniwaves.ru/resources/thumbnails/200x280/100/93826f62269dd8bae45094ca9a974aec.jpg,Frieren: Beyond Journey's End Mini Anime,"Frieren loves collecting peculiar spells, and her ever-growing arsenal of magic contains the perfect spells for many occasions. Whether it be by stealthily removing alcohol from Heiter's drinks or by remedying her own sleep issues, Frieren is sure to brighten her companions' days with her magic.",7.0,['TOHO animation STUDIO'],['Sound Team Don Juan'],"['Comedy', 'Fantasy']"
319,https://aniwaves.ru/watch/maou-no-musume-wa-yasashisugiru-82452,https://static.aniwaves.ru/resources/thumbnails/200x280/100/1a59149a7be722401ef2e167fffe90da.jpg,The Demon King's Daughter Is Too Kind!!,"Demon King Ahriman has a problem: his daughter, Doux, loves everyone! Consequently, Ahriman had to halt his invasion of the world in the worry that his daughter's behavior is not one befitting someone of her kind. She loves making friends, helping others, and bringing happiness to all creatures including their enemies, the humans.Ahriman, however, congratulates Doux for her good deeds instead of scolding her. With the help of his aide Jahi, who is assigned as Doux's master, the two try to get rid of her kindhearted nature—so that the Demon King's daughter goes from a cute, adorable, and nice little girl to an inhuman, cruel, and twisted little demon.",7.0,['EMT Squared'],"['Pony Canyon', 'Hakusensha', 'Yomiuri TV Enterprise', 'DMM.com', 'DMM pictures', 'Bit grooove promotion']","['Comedy', 'Fantasy', 'Childcare']"
320,https://aniwaves.ru/watch/hanazakari-no-kimitachi-e-82444,https://static.aniwaves.ru/resources/thumbnails/200x280/100/a8310b0b64f6a6f94d442462eeafb194.jpg,Hana-Kimi,"To most people around Mizuki Ashiya, her sudden choice to move to Japan from the United States comes as a shock. Her sole reason for the transfer is to attend the same high school as her idol Izumi Sano, who stole her heart after she saw him compete in a high jump competition. However, there is one problem—Sano attends an all-boys school! That does not stop Mizuki, though, as she is committed to getting close to Sano by changing her appearance and demeanor.Mizuki luckily ends up in the same class and dormitory room as Sano, but her ideal plan is shattered when she finds out that he has quit high jump. Nevertheless, Mizuki is determined to learn more about him and rekindle his love for the sport, all while navigating her new life in high school and keeping her true gender hidden.",7.0,['Signal.MD'],"['Production I.G', 'Aniplex', 'Hakusensha', 'Magic Capsule', 'Crunchyroll', 'Hayate']","['Romance', 'Crossdressing', 'Love Polygon', 'School', 'Shoujo']"
321,https://aniwaves.ru/watch/towa-no-yuugure-82359,https://static.aniwaves.ru/resources/thumbnails/200x280/100/3b1c6b9cff497312b59a2698766b2639.jpg,Dusk Beyond the End of the World,"After waking from a long cryogenic sleep, high school student Akira Himegami finds himself in a world he no longer recognizes. The city lies in ruins from war, society is now governed by an organization called OWEL, and traditional marriage has been replaced by a new system known as 'Elsie.'As Akira struggles to comprehend this drastically changed future, a familiar figure appears before him—Yuugure, who bears a strong resemblance to his girlfriend Towasa. To his shock, Yuugure smiles gently and proposes: 'Akira... please marry me.'Confused by her sudden proposal, Akira agrees to travel with Yuugure, holding onto hope that somewhere in this world, the real Towasa is still alive.Along their journey, they encounter the evolving forms of love in this new era and reflect on what their bond truly means.(Source: MAL News)",7.0,['P.A. Works'],"['MediaNet', 'Mainichi Broadcasting System', 'Movic', 'dugout', 'Myrica Music', 'Sankyo']","['Romance', 'Sci-Fi']"
322,https://aniwaves.ru/watch/yamato-yo-towa-ni-rebel-3199-73238,https://static.aniwaves.ru/resources/thumbnails/200x280/100/5d044b604a5a0a1abce43b51217f4f15.jpg,Star Blazers: Space Battleship Yamato 3199,Sequel to Uchuu Senkan Yamato 2205: Aratanaru Tabidachi.,8.0,['studio MOTHER'],"['Production I.G', 'Satelight', 'Shochiku', 'Bandai Spirits', 'ADK Marketing Solutions', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","['Action', 'Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
323,https://aniwaves.ru/watch/everyday-host-82207,https://static.aniwaves.ru/resources/thumbnails/200x280/100/07f03f0c645c68a5c6d7dc5b6b58d100.jpg,Everyday Host,"The story follows Hajime Sekiguchi, a former life insurance salesman who, in a moment of desperation, makes the unexpected leap into the world of hosts.At Club One, Hajime finds himself surrounded by a cast of eccentric personalities: a 'younger brother' type host with 20 years of experience, a former idol specializing in romantic sales tactics, and a hyper-aggressive host obsessed with mobile games. Despite thinking, 'This isn't a job for anyone with a sane mind,' Hajime uses his polished insurance sales skills to attract clients and carve out a surprising niche for himself.(Source: MAL News)",7.0,['Fanworks'],"['TV Tokyo', 'Evil Line Records', 'BS NTV']","['Comedy', 'Adult Cast', 'Gag Humor', 'Workplace']"
324,https://aniwaves.ru/watch/chiikawa-80368,https://static.aniwaves.ru/resources/thumbnails/200x280/100/ef848f9e76ff5465cfd0749f460ed9b6.jpg,Chiikawa,"What's a Chiikawa? No one really knows, but everyone can see they're small, they're cute, and they're always having a fun time! Join them as they explore their surreal world with the sharp humor and clever antics that make the Chiikawa irresistible.(Source: HIDIVE, edited)",9.0,['Unknown_Studio'],['NA'],['Slice of Life']
325,https://aniwaves.ru/watch/wu-shang-shen-di-2nd-season-73381,https://static.aniwaves.ru/resources/thumbnails/200x280/100/317233afda489aa502a57b2bb13a9b79.jpg,Supreme God Emperor Season 2,Second season of Wu Shang Shen Di.,7.0,['Ruo Hong Culture'],['Liu Cong Animation'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
326,https://aniwaves.ru/watch/beastars-final-season-part-2-82514,https://static.aniwaves.ru/resources/thumbnails/200x280/100/e0c14ee37e1a9902d121c29e77cae241.jpg,Beastars Final Season Part 2,Second part of Beastars Final Season.,7.0,['Unknown_Studio'],['NA'],"['Drama', 'Suspense', 'Anthropomorphic', 'Psychological', 'Shounen']"
327,https://aniwaves.ru/watch/kimetsu-no-yaiba-movie-mugen-jou-hen-82311,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4f1d0672a9e9250fb1db2610cb9ab238.jpg,Demon Slayer: Kimetsu no Yaiba Infinity Castle,Anime movie trilogy adaptation of the Infinity Castle Arc.,8.0,['ufotable'],['Aniplex'],"['Action', 'Supernatural', 'Historical', 'Shounen']"
328,https://aniwaves.ru/watch/lian-qi-shi-wan-nian-81487,https://static.aniwaves.ru/resources/thumbnails/200x280/100/1798a3135d2d1d0b37aaafcbcc38399a.jpg,One Hundred Thousand Years of Qi Refining,"One hundred thousand years ago, he was the founding disciple of the Tianlan Sect, his master ascended to the top, and he was refining Qi. Ninety thousand years ago, his martial nephew ascended, and he was refining Qi. Fifty thousand years ago, the old dog who was the gatekeeper of Tianlanzong also ascended, and he was still refining Qi. Thirty thousand years ago, the old tree at the foot of the mountain also became a demon, and he was still refining Qi before he could pass the catastrophe. Ten thousand years ago, Zhang Wuji, the 9872nd generation disciple of Tianlanzong, also ascended, and Xu Yang silently refined Qi. He retreated for 10,000 years, and finally, he broke through the 9999th floor of the Qi refining period! Ten thousand years later, he broke through and came out!(Source: Baidu)",7.0,['Suoyi Technology'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
329,https://aniwaves.ru/watch/wan-jie-du-zun-3rd-season-82495,https://static.aniwaves.ru/resources/thumbnails/200x280/100/8656510afe62f09f5c66698d563bba3d.jpg,Ten Thousand Worlds 3rd Season,Third season of Wan Jie Du Zun.,7.0,['Ruo Hong Culture'],['Liu Cong Animation'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
330,https://aniwaves.ru/watch/wanmei-shijie-73486,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b7938226eaf3559423160eeb861ba9c6.jpg,Perfect World,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions.His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans.His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.(Source: Novels Xianxia&Xuanhuan Wiki)",8.0,['Shanghai Foch Film and TV Culture Investment'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
331,https://aniwaves.ru/watch/wushen-zhuzai-81484,https://static.aniwaves.ru/resources/thumbnails/200x280/100/95c4e709a6f8b654d87fd6da41146bd6.jpg,The God of War Dominates,"The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen’s will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father’s birth, the mother and son were treated coldly in Dingwu’s palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.",8.0,['Ruo Hong Culture'],"['Tencent Penguin Pictures', 'Quyue Technology']","['Action', 'Drama', 'Fantasy', 'Historical', 'Martial Arts']"
332,https://aniwaves.ru/watch/shen-yin-wangzuo-2nd-season-82083,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6e4d588e28d428254fda9fcef724c3c0.jpg,Throne of Seal 2nd Season,"Revealing himself to be a Dual Knight, Long Hao Chen triumphs in his match within his temple and advances to the finals. But before the grand finals can begin, ranking matches are conducted in each temple to determine the strongest within. During the rankings, Hao Chen is injured, enraging Sheng Cai'er and driving her to seek vengeance for what happened to him. Her actions cause a fight between the Knight Temple and Assassin Temple, only to be subdued after a shocking revelation—that Sheng Cai'er is a Reincarnated Saint.The finals for the Demon Hunting Team Competition begin with the division of the sixty remaining participants into six groups. The top sixteen participants are then further pitted against each other to determine the top three. Each of the top three will be rewarded with a spiritual stove and the right to pick their teammates.In order to become a knight that is capable of defeating the Demon Lord, Long Hao Chen must strive to be first in this competition so he can select the best teammates to give him a fighting chance.",8.0,['Shenman Entertainment'],"['Tencent Penguin Pictures', 'Xuanshi Tangmen', 'Tianshi Wenhua']","['Action', 'Adventure', 'Fantasy']"
333,https://aniwaves.ru/watch/zi-jin-yu-miao-fang-82420,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6687974a2acca3e77427ff11d86a477d.jpg,Paws & Palaces,"In the Forbidden City, which has a long history and profound cultural heritage, there live many cute cats. From the perspective of humans, they live an enviable and leisurely life. Among them, six royal cats are special. They are responsible for protecting the memory of cultural relics of 'Wuhua.' They entered the world of Wuhua and defeated the destroyer Black Owl time and time again, bringing the world of Wuhua back on the right track and thus protecting the cultural relics. The six imperial cats are Luban and Momo from the literary class, and Shuangmei, Aobai, Pingan and Xiaozai from the martial class. Not only are they intelligent and brave, they also have a tacit understanding. They form the Forbidden City Imperial Cat Room, which protects the national treasures of the world.(Source: iQIYI, translated)",,['Colored Pencil Animation'],"['iQIYI', 'Kuaikan Manhua']","['Action', 'Adventure', 'Anthropomorphic', 'Historical']"
334,https://aniwaves.ru/watch/zi-chuan-2nd-season-82317,https://static.aniwaves.ru/resources/thumbnails/200x280/100/a3927b8f56760ca5bce5693a85b9ea43.jpg,Purple River 2nd Season,"To clear suspicion, words are the weakest defense. True power speaks for itself! General Zichuan Xiu, who once single-handedly executed a traitor of the Zichuan clan within the Demon Clan's stronghold, has risen to command hundreds of thousands of allied troops in the Far East. Supported by the Guardian Elders of the Sacred Temple, this warrior now ascends as the new sovereign of the Eastern lands: The Bright King is crowned!(Source: WeTV)",,['BUILD DREAM'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Military']"
335,https://aniwaves.ru/watch/chaofan-jinhua-82431,https://static.aniwaves.ru/resources/thumbnails/200x280/100/097d0bd05ac56dc360f8556df0994021.jpg,Transcend Evolution,"The story follows young Ming He, whose 'junk superpower' mutates into a special entity called the 'Dependent Spirit' after colliding with the 'Goddess' meteorite, triggering a series of adventures and crises.(Source: WeTV)",,['Joicy Studio'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Sci-Fi']"
336,https://aniwaves.ru/watch/wu-sui-xinghe-82343,https://static.aniwaves.ru/resources/thumbnails/200x280/100/2a8e797c48a9701adad651289c47ff02.jpg,Martial Conqueror of the Cosmos,"Seeking his parents, the mountain youth Jiang Han embarks on a journey of cultivation. He accidentally activates the Celestial Beast Cauldron, a legacy left by his mother, and awakens supreme magical powers! From then on, he defies fate and changes his destiny! He battles heaven and earth! On the battlefield where the gods fell, he fights bloody battles against countless races, carving a path to the heavens with his mortal body! He vows to fight for a bright future for humanity!(Source: iQIYI, translated)",,['Suoyi Technology'],['iQIYI'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
337,https://aniwaves.ru/watch/tunshi-xingkong-2nd-season-81480,https://static.aniwaves.ru/resources/thumbnails/200x280/100/29eae81bee3891d060c6ec169eec77a7.jpg,Swallowed Star 2nd Season,Second season of Tunshi Xingkong.,8.0,['Sparkly Key Animation Studio'],"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Martial Arts']"
338,https://aniwaves.ru/watch/xian-jian-qi-xia-zhuan-san-82432,https://static.aniwaves.ru/resources/thumbnails/200x280/100/053910e71c61d7df6bf301da626cadb9.jpg,Sword and Fairy 3,"A thousand years ago, the divine general Fei Peng and the Demon Sovereign Chong Lou engaged in a fierce battle in the New Immortal Realm. The divine sword 'Zhao Dan' fell to the mortal world, and Fei Peng was demoted to earth. A millennium later, the Lock Demon Tower of Shu Mountain trembled, and Fei Peng's reincarnation, Jing Tian, who obtained the demonic sword, embarked on an adventure alongside Tang Xuejian, Xu Changqing, and Zi Xuan to collect the Five Spirit Orbs and seal the Lock Demon Tower.(Source: WeTV)",,['Year Young Culture'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
339,https://aniwaves.ru/watch/android-wa-keiken-ninzuu-ni-hairimasu-ka-special-82513,https://static.aniwaves.ru/resources/thumbnails/200x280/100/95ae3cfc1f5d4c7337b013ace3028a1e.jpg,Does It Count If You Lose Your Innocence to an Android? Special,Special episode bundled together with the BD release.,,['Unknown_Studio'],['NA'],"['Girls Love', 'Sci-Fi', 'Erotica']"
340,https://aniwaves.ru/watch/da-tang-chengfeng-lu-82349,https://static.aniwaves.ru/resources/thumbnails/200x280/100/5102230ca5f57b29de03d8d299573dd8.jpg,Wind Driver in Tang Dynasty,"The notorious divinely-skilled Mu Tianhou was suddenly ambushed, causing a stir in the martial arts world. Two upright disciples, Zheng Dongting and Zu Beiqiu (the useless brothers), met each other because of this. In order to help their younger brother Zu Beiqiu find his wife whom he had not seen for ten years, and also to find the real murderer who killed their master, a famous constable and a rich second-generation accidentally teamed up to venture into the world and embarked on an adventurous journey of delivering a divorce letter for thousands of miles. The two came to the Luo family in Yangzhou, but encountered the Luo family's massacre and were mistaken for the murderer. They were called 'the two evildoers of Central Plains.' Between the two of them, Zheng Dongting has martial arts that he cannot use, while Zu Beiqiu has martial arts that he doesn't know how to use. Although the brothers intend to clear their names, the misunderstandings of the various factions in the martial arts world continue to deepen, and the righteous martial arts people rise up to attack them. After experiencing manny dangerous situations, the two discovered that this was a big conspiracy against them...(Source: iQIYI, translated)",,['Bu Keneng de Shijie'],['iQIYI'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
341,https://aniwaves.ru/watch/ao-no-orchestra-season-2-82373,https://static.aniwaves.ru/resources/thumbnails/200x280/100/790bd6e524e05f642f404b7d17ef3ea8.jpg,Ao no Orchestra Season 2,"Following the regular summer concert and retirement of the third-year members, Umimaku High School's Orchestra Club shifts its efforts to the upcoming national competition with a refreshed line-up focusing on the second-year members.Amidst the cacophony produced by the inconsistent motivation levels and understanding of their repertoire, the orchestra club members struggle to achieve their ideal sound...",7.0,['Nippon Animation'],"['NHK', 'NHK Enterprises']","['Drama', 'Music', 'Performing Arts', 'School']"
342,https://aniwaves.ru/watch/android-wa-keiken-ninzuu-ni-hairimasu-ka-82475,https://static.aniwaves.ru/resources/thumbnails/200x280/100/677eadd1fbe31dbb8a66888eb3c8dc6e.jpg,Does It Count If You Lose Your Innocence to an Android?,"Office Lady Tsuda Akane, age 28, seems like she's got it all together. Beautiful, brainy, and an indispensable office worker for a robotics manufacturer, Akane's admired at work...because her colleagues can't see her at home. Privately, Akane's a hot mess with an apartment that looks more like a landfill than a living space. Good thing she drunkenly ordered a new android named Nadeshiko to help her clean up! Well, maybe not good, because the beautiful lady android that arrives is a horny hottie. Akane's about to get more service than she expected!(Source: Seven Seas Entertainment)",7.0,['Nyan Pollution'],"['Magic Capsule', 'WWWave', 'Deregula']","['Girls Love', 'Sci-Fi', 'Erotica']"
343,https://aniwaves.ru/watch/yuusha-party-wo-tsuihou-sareta-shiromadoushi-s-rank-boukensha-ni-hirowareru-kono-shiromadoushi-ga-kikakugai-sugiru-82263,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b70795605a2bc976a2678aa2fd67927d.jpg,Scooped Up by an S-Rank Adventurer!,"As a white mage, Lloyd is constantly looked down on by the hero party's arrogant leader, Allen, who eventually expels him on a whim. Despite being the former student of a legendary mage, Lloyd wanders the city helplessly for days, unable to find a new party in need of a supporting member.However, Lloyd's fate takes an unexpected turn when Yui, the leader of a S-rank group of adventurers, pleads with him to join her party on a mission dear to Yui's heart. Although Lloyd keeps downplaying his abilities, he eventually accepts Yui's aggressive offer. Warmly welcomed by his new allies, Lloyd may have just found the perfect place where his magical prowess will be rightfully valued.",6.0,['Felix Film'],"['Lantis', 'BS Fuji', 'Docomo Anime Store', 'Futabasha', 'Yomiuri TV Enterprise', 'Jinnan Studio', 'RAY', 'Bandai Namco Music Live', 'Happinet Media Marketing']","['Adventure', 'Fantasy']"
344,https://aniwaves.ru/watch/nukitashi-the-animation-82307,https://static.aniwaves.ru/resources/thumbnails/200x280/100/929e03fe139f2c2a236de71219bc0ae3.jpg,Nukitashi The Animation,"The tropical Seiren Island is a paradise for deviants: the infamous Pervert Law grants near-complete sexual freedom with almost no taboos or boundaries. With its various suggestive attractions, the Seirantou Health Organization (SHO) entices visitors while providing regular medical checks and contraceptive pills to ensure carefree enjoyment.However, for high school student Junnosuke Tachibana, the island is far from ideal. Having recently moved there with his younger sister, Asane, he cannot stand the empty, loveless sexual acts. To make matters worse, Junnosuke's abstinence attracts unwanted attention—and those who defy the law face punishment.Junnosuke soon crosses paths with Nanase Katagiri, a notorious island seductress. Surprisingly, instead of forcing herself on him, she helps him flee from the SHO. Together, they discover a secret group that exists for a singular goal: to destroy the SHO. Now equipped with a way to resist the unjust rules, Junnosuke and other kindred spirits set out to crush the Pervert Law.",7.0,['Passione'],"['AT-X', 'Kadokawa', 'Hayabusa Film', 'Yostar', 'WWWave', 'Qruppo']","['Comedy', 'Erotica', 'School']"
345,https://aniwaves.ru/watch/xiuluo-wushen-2-82510,https://static.aniwaves.ru/resources/thumbnails/200x280/100/cf56e16366769a0273fd310d6265b1e8.jpg,Martial God Asura 2,"Chu Feng, a rising star in Qingzhou, accompanied Qinglong Sect Master Li Changqing to the Hundred Sects Conference, Qingzhou's premier event, where he forged a feud with the powerful and domineering Lingyun Sect Master Yan Yangtian. Little did he know, the Hundred Sects Conference, ostensibly a sect competition, was actually a shocking conspiracy by Yan Yangtian. As his strength grew, Chu Feng mastered the power of golden and blue divine thunder. However, this power accidentally disturbed the long-dormant Ice and Fire Pearls, forcing his friends Su Rou and Su Mei to be possessed by the pearls while trying to save Chu Feng, putting their lives in imminent danger. Determined to save his friends, Chu Feng embarked on a treasure hunt in Ten Thousand Demons Mountain, vowing to rescue the Purple-Robed World Spiritist, the Demon Monkey King, and save the two Su brothers. Along the way, Chu Feng met Jiang Wushang, a young man from the imperial dynasty, and reunited with Zi Ling, a girl gifted with a divine body and a mysterious past. He finally reunited with his renowned senior from the same sect, Zhang Tianyi, founder of the Winged Alliance. Ultimately, thanks to the loyalty of Dandan, Ziling, Jiang Wushang, Zhang Tianyi, and others, and his own growing strength, Chu Feng retrieves the Shura Ghost Axe, rescues the Demon Monkey King, successfully rescues the two Su brothers, and uncovers the conspiracy of Lingyun Sect Master Yan Yangtian. Ultimately, he turns the tide and resolves the crisis in Kyushu. To unravel the mystery of his own identity, he embarks on a journey to the vast Eastern Sea...(Source: Tencent, translated)",,['Tang Kirin Culture'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
346,https://aniwaves.ru/watch/tensui-no-sakuna-hime-kokorowa-inasaku-nisshi-82508,https://static.aniwaves.ru/resources/thumbnails/200x280/100/ce22194967413cc7ace2c1b1c9bb3bce.jpg,Tensui no Sakuna-hime: Kokorowa Inasaku Nisshi,TV Special sequel to Tensui no Sakuna-hime.,7.0,['Unknown_Studio'],['NA'],"['Action', 'Fantasy', 'Mythology']"
347,https://aniwaves.ru/watch/sanxian-lun-hui-82421,https://static.aniwaves.ru/resources/thumbnails/200x280/100/11d8026dadd6332ac21fee2cb1ce7a9a.jpg,Secrets of the Rivers,"Where the Yellow, Yangtze, and Lancang Rivers begin as one, dwell the three 'Water Ghost' clans, the Ding, Jiang, and Yi, along their banks. What are Water Ghosts? Beings who move through water as they please, masters of geomancy and treasure hunting. Yi Sa, the last of her line, runs an 'underwater bank' along the Lancang. During a perilous 'Golden Soup' dive, she rescues Zong Hang. Seeking truth and a cure for her own fate, Yi Sa trains him as a Water Ghost. Together with Ding Yu Die of the Ding clan, the trio descends into the primordial 'Ancestral Golden Soup.'(Source: WeTV)",,['ASK Animation Studio'],['Tencent Penguin Pictures'],"['Adventure', 'Fantasy', 'Suspense']"
348,https://aniwaves.ru/watch/zhongguo-qi-tan-2-82440,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4675b1741f304e10cb51ae92f2e27677.jpg,Yao-Chinese Folktales 2,"Yao-Chinese Folktales 2 is a collection of nine animated shorts brought to life by twelve visionary directors. Building on Chinese imaginative storytelling, it explores diverse themes and artistic styles, blending fantasy, folklore, and allegory with reflections on real life. The shorts invite audiences to ponder self-identity, family relationships, and social connections, offering both visual richness and thoughtful insight into contemporary human experiences.(Source: Bilibili YouTube Channel)",,['Pb Animation Co. Ltd.'],"['Shanghai Animation Film Studio', 'bilibili']",['Fantasy']
349,https://aniwaves.ru/watch/one-punch-man-3-82408,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6e16bb1a24e5a729be974a02bc42dd8d.jpg,One-Punch Man Season 3,Third season of One Punch Man.,5.0,['J.C.Staff'],"['TV Tokyo', 'Lantis', 'Magic Capsule', 'Good Smile Company', 'Shueisha', 'JR East Marketing & Communications', 'Bandai Spirits', 'ADK Marketing Solutions', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","['Action', 'Comedy', 'Adult Cast', 'Parody', 'Super Power', 'Seinen']"
350,https://aniwaves.ru/watch/nageki-no-bourei-wa-intai-shitai-part-2-82393,https://static.aniwaves.ru/resources/thumbnails/200x280/100/13db7286dd9b6975e1eedb187c1af3e8.jpg,Let This Grieving Soul Retire Part 2,"Despite being one of Zebrudia's few level 8 treasure hunters and the leader of the capital's top party, Grieving Souls, Krai Andrey does not deserve his prominent reputation. Everything he says somehow turns prophetic, which convinces everyone around him that he possesses unfathomable wisdom regardless of his utter incompetence. Krai knows his success is only a series of coincidences, but the weight of those expectations grows heavier as time goes by. Unfortunately, as the other members of the Grieving Souls continue to shock the world with their achievements, Krai's wish for a peaceful retirement drifts ever further out of reach.",8.0,['Zero-G'],"['Tokyo MX', 'Avex Pictures', 'BS NTV', 'Micro Magazine Publishing', 'GREE Entertainment', 'Saber Links']","['Action', 'Adventure', 'Fantasy']"
351,https://aniwaves.ru/watch/kaiju-ditan-mai-dali-82316,https://static.aniwaves.ru/resources/thumbnails/200x280/100/ab4d8632f6ffcb6900545ac2df7de4a4.jpg,The Most Powerful Vendor,"Twenty years ago, numerous 'Spiritual Ruins Gates' suddenly appeared all over the world. The spiritual energy gushing out of them would awaken the supernatural powers of those who came into contact with them. These people who awakened supernatural powers were called 'Spirit Warriors'. Among them, the 'Space series' Spirit Warriors became the strongest because of their outstanding performance in the 'Beast Tide Disaster' and the scarcity of their awakening. Jiang Nan grew up in an orphanage in Jiangcheng, Lingzhou. He aspired to become the top spiritual warrior since he was a child. At the age of sixteen, he awakened the strongest and rarest space-based supernatural power, becoming the second space-based supernatural power in Lingzhou. Our story begins here...(Source: Bilibili, translated)",7.0,['Painted Blade Studio'],['bilibili'],"['Action', 'Comedy', 'Fantasy', 'Harem', 'Urban Fantasy']"
