anime_id,url,poster,title,overview,score,anime_studio,producer,genres
352,https://aniwaves.ru/watch/shuangsheng-wu-hun-82339,https://static.aniwaves.ru/resources/thumbnails/200x280/100/fb398bd1e6aca7e3aa33d0c26e8ec81c.jpg,The Rise of Twin Souls,"Lin Fan, who was born in a noble family in Dalin County, was originally a peerless genius who was awarded the Tianjiao Order, but his martial soul was taken away by his fiancée, and he became a waste. When a mysterious demon parasitized Lin Fan and reactivated his abandoned martial soul, making him a rare dual martial soul physique, Lin Fan officially embarked on the road to rise, from a small county town to the heavens and the worlds.(Source: Tencent, translated)",,['Suoyi Technology'],['Tencent Penguin Pictures'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
353,https://aniwaves.ru/watch/wo-zai-tianting-shou-feipin-82379,https://static.aniwaves.ru/resources/thumbnails/200x280/100/521112258666260a0f8bd3c5588a4799.jpg,Heaven Scrap Master,"In a modern martial arts world, Zhao Xin unexpectedly inherits the Celestial Realm's recycling station. This grants him not only the aid of numerous immortals but also the admiration of many beauties, ultimately leading him to the pinnacle of martial arts.(Source: WeTV)",,['Suoyi Technology'],['Tencent Penguin Pictures'],"['Action', 'Fantasy', 'Martial Arts', 'Urban Fantasy']"
354,https://aniwaves.ru/watch/oneechan-gokko-82507,https://static.aniwaves.ru/resources/thumbnails/200x280/100/63aa56723abed0ec9f0df8baf48dcb74.jpg,Playing Sister,"In the distant future, Kagami Village is a suburban mountain village that has been left behind by the highly developed science and technology in urban areas. 'If you're not well behaved, a look-alike will come.' Higure Akane, a middle school student living in this village where an old legend still remains, was looking forward to being reunited with her older sister Higure Sui, who has been released from the hospital after a year. However, shortly after her sister's release from the hospital, Akane receives a phone call. 'The person in that house is not your older sister.'(Source: Official site, translated)",,['Unknown_Studio'],['NA'],"['Mystery', 'Supernatural', 'Suspense', 'Psychological']"
355,https://aniwaves.ru/watch/shinjiteita-nakama-tachi-ni-dungeon-okuchi-de-korosarekaketa-ga-gift-mugen-gacha-de-level-9999-no-nakama-tachi-wo-te-ni-irete-moto-party-member-to-sekai-ni-fukushuu-zamaa-shimasu-82371,https://static.aniwaves.ru/resources/thumbnails/200x280/100/db5e36adc44328d88534e12848d5492e.jpg,"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge!","When Light is kicked out of the Concord of the Tribes, his former comrades instantly turn on him. Light escapes this diabolical act of betrayal by the skin of his teeth...only to find himself in the deepest part of the Abyss, the most dangerous dungeon in the realm! To avoid being eaten by carnivorous monsters, he uses the Unlimited Gacha, his sole magical skill. But where it previously only produced junk items, this time Mei—a gorgeous Level 9999 fighter in a maid outfit—springs forth! Fast forward three years and Light has carved out his own kingdom in this backwater dungeon, summoning more beautiful Level 9999 warriors who swear absolute fealty to him. Now a powerful Level 9999 Overlord himself, Light plans to ascend to the surface and take revenge on his betrayers one by one!(Source: J-Novel Club)",7.0,['J.C.Staff'],"['Lantis', 'Mainichi Broadcasting System', 'Magic Capsule', 'Hobby Japan', 'BS11', 'Bandai Namco Filmworks', 'Bandai Namco Music Live', 'Daito Giken']","['Action', 'Fantasy']"
356,https://aniwaves.ru/watch/cats-eye-82348,https://static.aniwaves.ru/resources/thumbnails/200x280/100/7c3181e0d251a189dc566e4c3fa745c0.jpg,Cat's♥Eye,"The protagonists of the series are the three Kisugi sisters—Hitomi, Rui and Ai—who run a café called Cat's Eye. The sisters lead a double life as a trio of highly skilled art thieves, leaving cards with the name 'Cat's Eye' at the scene of their crimes. They steal works of art that belonged to their long-missing father, Heinz who was a famous art collector during the Nazi regime, in the hopes of him contacting them. Toshio, the police officer investigating this case is the fiancé of Hitomi. He also swears to capture and bring down the Cat's Eye Gang.",7.0,['LIDENFILMS'],"['Tohokushinsha Film Corporation', 'Grounding Lab']","['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance', 'Shounen']"
357,https://aniwaves.ru/watch/aoshi-dan-shen-82419,https://static.aniwaves.ru/resources/thumbnails/200x280/100/aa5ee2c18af97de371124b8f0962d559.jpg,The Alchemist's Rise,"Born with a disability, and taking a desperate gamble, Shen Xiang ventures into perilous lands to find medicine to open his spiritual meridians. He unexpectedly saves two injured goddesses, one divine and one demonic, awakening his own divine meridians. Protecting his father and family, he becomes a legendary alchemist!(Source: iQIYI, translated)",7.0,['Ruo Hong Culture'],['iQIYI'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
358,https://aniwaves.ru/watch/spy-x-family-season-3-82391,https://static.aniwaves.ru/resources/thumbnails/200x280/100/a936fbda985284141eabbfddaee5115e.jpg,Spy x Family Season 3,"Despite occasional setbacks, Operation Strix has remained on track to extract sensitive information from the enigmatic politician Donovan Desmond. To this end, spy Loid Forger has managed to maintain his pretend family consisting of his telepathic daughter, Anya; assassin wife, Yor; and their clairvoyant dog, Bond. Still the only one aware of everyone's true identities, Anya tries to sustain the family's cohesion while working to befriend Donovan's son Damian, her Eden Academy classmate.However, Anya's efforts instead earn her another Tonitrus Bolt, bringing her closer to getting expelled and jeopardizing the operation's success. Hearing the news, Loid faints from shock. In his unconsciousness, he reminisces about his tragic past and his journey to becoming a spy. Realizing what Operation Strix means to him and the world, Loid finds renewed motivation. Although they each work toward their own covert goals, the Forgers continue to cherish their chaotic yet blissful family life.",8.0,['Wit Studio'],"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Sound Team Don Juan', 'Shueisha', 'Toho Music', 'Verygoo']","['Action', 'Comedy', 'Childcare', 'Super Power', 'Shounen']"
359,https://aniwaves.ru/watch/kimi-to-koete-koi-ni-naru-82364,https://static.aniwaves.ru/resources/thumbnails/200x280/100/911b3debd2df7d744f15ecc5751a3f06.jpg,"With You, Our Love Will Make It Through","When high schooler Mari bumps into a fellow tardy student, she's surprised to find out he's a beastfolk who's to attend her school! After all, it's not rare for beastfolk to coexist alongside humans, but it's still uncommon, with the prejudice and all. Nervous to meet one at first, Mari soon learns there's more to him than his furry exterior. In fact, the more she gets to know him, the more she finds herself drawn to him, his steadfastness, his kindheartedness, and... his body...(Source: Yen Press)",7.0,['Millepensee'],"['Studio Mausu', 'Shueisha', 'REMOW', 'Shueisha DeNA Projects']","['Fantasy', 'Romance', 'Anthropomorphic', 'School', 'Urban Fantasy']"
360,https://aniwaves.ru/watch/xian-di-guilai-82423,https://static.aniwaves.ru/resources/thumbnails/200x280/100/7662e40dbbb7831e8d896cf901f0f8ea.jpg,Back as Immortal Lord,"The young warrior Yun Qingyan disappeared from the world three years ago, but he was actually drawn into the fairy world for three thousand years! With his extraordinary talent, he became the Yun Emperor, one of the ten great fairy emperors. However, because he was tired of the intrigues in the fairy world and missed his family, he decided to return to the human world at all costs. Upon return to the human world, his parents and sister strangely disappeared, and due to an incident whilst traveling from the fairy world to the human world, he lost his magic weapon and his cultivation became almost zero. Major forces took this opportunity to hunt him down. The fairy emperor became the target of public criticism, and his family was in danger! Yun Qingyan relied on his extraordinary fairy emperor talent to refine pills and array formations, study and practice, and overwhelm his enemies. He embarked on an adventure to revive his family, find his relatives, and rectify the mortal world. (Source: Bilibili, translated)",7.0,['LX Animation Studio'],['bilibili'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
361,https://aniwaves.ru/watch/kekkon-yubiwa-monogatari-ii-82389,https://static.aniwaves.ru/resources/thumbnails/200x280/100/77f53669b77f34f7673d44bc13c4897c.jpg,Tales of Wedding Rings Season 2,Second season of Kekkon Yubiwa Monogatari.,6.0,['Staple Entertainment'],"['Square Enix', 'Toei Video', 'Pony Canyon', 'AT-X', 'KlockWorx', 'Studio Mausu', 'Hakuhodo DY Music & Pictures', 'BS11', 'APDREAM', 'Bushiroad Move']","['Action', 'Fantasy', 'Romance', 'Ecchi', 'Harem', 'Isekai', 'Seinen']"
362,https://aniwaves.ru/watch/wandance-82369,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f9e3ee412909c8e37fb006e0a8c8185d.jpg,Wandance,"As Kaboku 'Kabo' Kotani enrolls in Ichiran High School, he hopes to spend his high school days quietly to avoid standing out from everyone else because of his stuttering. While his friends join the school's basketball club, he looks to the dance club instead. However, due to an embarrassing memory from middle school, Koba has avoided dancing in front of others again, keeping him from joining the club.Things begin to change when Kabo spots his cute classmate Hikari Wanda dancing. As the two learn about each other, Wanda admits that she is not great with words either and prefers to express herself with her performances. This sparks a light in Kabo, and he decides to join the dance club despite his uncomfortable past. With Wanda and his new clubmates supporting him, Kabo sets out to improve his dancing, express himself freely, and create unforgettable memories one step at a time.",7.0,['Madhouse'],"['TV Asahi', 'Kodansha', 'Asmik Ace', 'Sound Team Don Juan', 'Current']","['Sports', 'Performing Arts', 'School', 'Seinen']"
363,https://aniwaves.ru/watch/kimi-to-idol-precure-82122,https://static.aniwaves.ru/resources/thumbnails/200x280/100/e0ee50f702fb979b951bafcffcd44dfb.jpg,You and Idol Precure♪,"Uta Sakura is a lively and energetic middle school student who loves singing.One day, while walking her dog, she encounters a cute, peach-like fairy named Purirun, who is searching for the Legendary Protectors 'Idol Precure.' Purirun's hometown, KirakiLand, was a peaceful, sparkly place but has been forced into darkness by the villainous Darkine, leader of the Chokkiri Gang. Uta decides to help Purirun search for cheerful and happy people to become the Precure so KirakiLand can become bright again.Suddenly, the Chokkiri gang arrive in Hanamichi Town, Uta's hometown, and steal the sparkles from the townspeople. Uta decides to illuminate the darkness with sparkles from her song and is granted the power to transform into the Legendary Protector, Cure Idol.",7.0,['Unknown_Studio'],['NA'],"['Action', 'Mahou Shoujo']"
364,https://aniwaves.ru/watch/watari-kun-no-xx-ga-houkai-sunzen-82255,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4d31ccb13726266f9098129756e03f43.jpg,Watari-kun's ****** Is about to Collapse,"The daily life of high school student Naoto Watari revolves around his little sister Suzushiro. As their parents passed away two years prior, the siblings have been passed from one relative to another, resulting in Naoto taking the most responsibility for her. Although things have not been easy for the two, Naoto is now content with living at their aunt's place.This newfound peace is suddenly turned on its head when Satsuki Tachibana enrolls at Naoto's school. The two used to be good friends, but after Satsuki completely destroyed his family's garden, she disappeared from Naoto's life. Despite what happened, Satsuki seems to be making advances toward Naoto now that they have reconnected. Coupled with other people around him that harbor secrets, Naoto's desire for an idyllic life may be at jeopardy.",7.0,['Staple Entertainment'],"['Kodansha', 'DAX Production', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'Crunchyroll', 'BS NTV', 'ADK Marketing Solutions']","['Comedy', 'Drama', 'Romance', 'Love Polygon', 'School', 'Seinen']"
365,https://aniwaves.ru/watch/dubu-xiaoyao-79672,https://static.aniwaves.ru/resources/thumbnails/200x280/100/517541312dac9879d1a6c0a72dcb8931.jpg,One Step Toward Freedom,"The universe is vast, producing countless types of life forms. These life forms form all kinds of souls. All races and spirits have different races and different beliefs, but the same is the extravagant hope for Taoism. Any living beings are dusted with Dao heart, they are not willing to do this, they become powerful and even live forever by enlightening Dao through practice. The Avenue of Heaven and Earth is like luck, where the able live. The road to the great road is the road to struggle for the road, which has caused the struggle of all races and souls. An era can only support a few people to gain the Tao. Those who have attained the Tao think that standing on the top of the world, they can be free in the future. But I found that even Dao. It’s also hard to escape bad luck. There is a ruler above them, harvesting one era after another, and the cultivators of the world want to maintain their ambitions. Ten thousand races and all spirits are just nourished by these rulers. These masters harvest the Taoists, harvest the spirituality of each world, and destroy one by one. The Taoists in the past were unwilling to be reaped and resisted constantly, but failed every time. Until… the protagonist Ye Yu appeared, he peeled away one time and one secret. As he unfolded an epic picture scroll, in this magnificent world, he continued to grow, experience love and friendship, cleanse the dusted Taoist heart, and finally confront the master who harvests all races.(Source: v.qq.com)",7.0,['Suoyi Technology'],['Tencent Penguin Pictures'],"['Action', 'Martial Arts']"
